Country,Continent,Capital,Language,Currency,Domain,Driving Side,License Plate,Bollard,Chevron,Utility Pole,Curb,Guardrail,Lanes,Stop Sign,Pedestrian Sign,Direction Sign,Road Number,Road Sign,Sign/Traffic Post,Architecture,Landscape,Google Car,Follow Car,Street,Rift,Camera Generation,Miscellaneous
Portugal,Europe,Lisbon,portuguese,,.pt,right,"left_blue_strip,right_yellow_strip","black_diagonal_strip_with_orange_or_white_reflectors,thin_white_top",yellow_on_black,concrete_ladder_poles_with_tall_steps,,"type-A,red_reflectors","white_outer,white_center",large_font,"5_stripes,pedestrian_with_narrow_steps","street_names_ending_in_RUA,blue_background,white_background,black_arrows,lime_green_signs_Porto",,"red_and_white_hunting_signs,red_and_white_markers,blue_and_white_markers,black_and_white_markers,black_and_white_waystones,white_background,red_inner_border,white_outer_border",,"white_painted_houses,orange_tiled_roofs,blue_or_yellow_painted_around_windows_and_doors,decorative_mosaic_tiles,decorative_chimneys_far_south","mountainous_north,flat_south,Eucalyptus_trees_northwest,oaks_southeast,olive_plantations_northeast_and_southeast,maritime_pines_north,steep_terraced_vineyards_north,citrus_plantations_south_coast,sandy_white_soil_southwest,flat_uncultivated_dry_far_southwest",,,diagonal_cobblestone_roads,,"2,3,4",
Romania,Europe,Bucharest,romanian,,.ro,right,left_blue_strip,white_bollard_with_red_reflector,"red_on_white,yellow_frame","large_holey_poles_with_bottom_painted_white,yellow_stickers,upside_down_pole_tops",,,"white_outer,white_center,thick_center,yellow_central_west",,"5_stripes,no_belt,yellow_frame","blue_background,black_back",,"red_blue_white_markers,extremely_thick_red_border",,"orange_tiled_roofs,grey_metallic_roofs,single_family_houses,haystack_with_stick_on_top,orange_roofs_west,plastic_or_metal_roofs_east,staring_eye_shaped_window_on_roofs_central","forested_mountains_and_hills_central_and_north,flat_rolling_hills_south_west_east,sun_flowers_far_east_or_far_west","long_antenna, flag_antenna, boat_trekker_far_east",,"trees_painted_white_on_bottom,Hungarian_language_central_and_northwest",,"2,3,4",
San Marino,Europe,San Marino,"italian,romagnol",,.sm,right,"white_background,skyblue_text",italian_bollards,burgundy_on_yellow,round_concrete_and_wooden_poles,,,"white_outer,white_center",,5_stripes,italian_signs,,,,3_towers,"monte_titano,hilly,mediterranean",,,"blue_pedestrian_crossing,lime_green_bins,black_bins",,"2,3,4",
Serbia,Europe,Belgrade,serbian,,.rs,right,"left_blue_strip,green_agricultural_vehicles",off_centered_reflectors,black_on_white,,,"type-B,red_reflectors,yellow_bridge_railing","white_outer,white_center,yellow_southeast",bus_stop_signs_with_5_windows,5_stripes,"yellow_background,bilingual_signs,green_background,blue_background,¬å¬Ý¬Ú¬è¬Ñ,¬â¬Ö¬Ü¬Ñ_river_name",,white_markers,,"sidewalk_and_houses_far_from_road,unfinished_brick_houses,orange_roofs","flat_north,mountainous_south","no_antenna,antenna_highways",,"¬º¬¬¬°¬­¬¡,Jelen_beer_brand",,3,
Slovakia,Europe,Bratislava,slovak,,.sk,right,left_blue_strip,"double_orange_reflectors_with_white_reflector_back,gas_and_water_poles",red_on_white,"wide_concrete_poles,short_horizontal_bars,diagonal_support_bars_with_6_insulators,trident_arms_bent_upwards_with_tall_middle_supports_resembling_Indian_pole,yellow_circles_painted_southwest",,"type-B,wider","white_outer,white_center",,"5_stripes,belt,narrower_stripes_and_wearing_hat","green_background,blue_background,small_arrows,bold_font,border_color_reaching_edge,black_signs_with_frame_at_the_end_of_bridges,white_background_with_colored_borders_home_plates",,"yellow_markers_horizontally_divided_into_2_sections,white_background_railway_crossing_sign","thick_base,red_and_white_stripes,hiking_markers_with_letter_C,black_caps,double_sign_posts,yellow_post_with_blue_base_east","well_maintained_apartment_buildings,vibrant_colors_and_patterns,diamond_shaped_roofs,window_shutters,short_side_of_houses_facing_road,hip_roofs,grey_metal_roofs_east,dark_brown_wooden_houses_with_decorated_walls_northwest","flat_southwest_and_southeast,mountainous_central_and_north,pine_forests_west","flag_antenna,red_rear_with_antenna_gen4",,"trams_Bratislava_Kosice,green_yellow_trolleybuses_Zilina",,"2,3",
Slovenia,Europe,Ljubljana,slovenian,,.si,right,left_blue_strip,black_cap_with_bright_red_and_white_reflectors,red_on_white,wooden_metal_concrete_poles,,"type-A,red_reflectors","white_outer,white_center,long_outer_dash",,"5_stripes,no_belt","yellow_background,black_outlines,white_background,surrounded_by_metal_frame,ULICA,red_house_plates,green_house_plates_Ljubljana,blue_emblem_with_3_stars_Celje,blue_and_green_emblem_Trbovlje",,white_markers_with_upper_left_yellow_box_on_upper_half,,"alpine_architecture,light_colored_walls,balconies,dark_colored_roofs_extending_outward,wooden_beams_with_gaps","hilly,forested,tall_mountains_northwest,flat_northeast,white_cliffs_with_mediterranean_vibe_southwest",short_antenna_gen3,,"?ola,italian_signs_southwest",,"2,3,4",
Spain,Europe,Madrid,spanish,,.es,right,left_blue_strip,"white,black_rectangle_with_yellow_reflector,2_white_dots_back,green_stripe_on_top_west,blue_and_yellow_striped_snow_poles_Andalusia,yellow_snow_poles_northwest,white_flat_bollard_with_grey_reflectors_northeast,small_black_diagonal_strip_with_orange_and_white_reflectors_northeast","blue_and_white,black_and_white,big_chevrons_northeast,small_chevrons_southeast","concrete_and_wooden_poles,ladder_poles,upside_down_poletop_with_upper_bar_curved_upwards,high_voltage_electricity_lines_supported_by_pylons,steel_mesh_support_with_inverted_triangular_top_southeast",,"type-A,yellow_reflectors","white_outer,white_center,dashed_outer_soild_center_Bilbao,solid_outer_no_center_northwest,dashed_outer_no_center_west,dashed_center_no_outer_Bilbao","small_font,red_bus_stop_Madrid,red_post_with_CTA_logo_northwest",8_stripes,"blue_background,white_background,calle,green_or_blue_strip_on_top_northwest,decorated_signs_Bilbao",,"green_markers,red_markers,coto_de_caza_hunting_signs,diagonally_divided_black_and_white_hunting_signs,white_background,red_border,VADO_PERMANENTE,Area_privada_de_Caca_northeast,Camino_de_Santiago_northwest_north_west",flat_post,"flat_roofs,red_or_brown_tiles,houses_painted_bright_colors,slate_roofs_northwest_Pyrenees_northeast_Madrid,big_concrete_blocks_northwest,horreos_with_multiple_pillars_having_asian_feel_northwest,large_white_houses_with_wooden_frames_north,houses_made_of_stones_northeast,completely_white_houses_south_and_west,green_houses_with_white_roof_south","mediterranean_climate,lush_and_hilly_northwest,mountainous_northeast,pines_northeast,dry_flat_central,vineyards_central,dry_and_sandy_soil, southeast,olive_trees_east_and_south,eucalyptus_plantations_northwest,dark_volcanic_soil_Canary","antenna_or_no_antenna_gen3,blue_or_black_rear_gen4,antenna_with_distinctive_white_top_gen3_south_or_northeast,grey_car_Seville",,"green_and_blue_buses,COGERSA_logo_northwest,white_rock_walls_Balearic,black_and_yellow_taxis_Barcelona",,"2,3,4",
Svalbard,Europe,Longyearbyen,norwegian,,.sj,right,black_yellow_text,red_snow_poles_with_white_stripes,yellow_on_black,wooden_poles,,type-A,,,,,,,,"boxy,simple_colored_buildings","barren,moss,grasses,mountainous,tundra","boat_trekker_northwest,left_mirror_visible,red_car_with_person_on_top",,,,"trekker,3",
Sweden,Europe,Stockholm,swedish,,.se,right,"left_blue_strip,yellow_taxis","thin,black_strip_with_grey_reflector,orange_snow_poles_with_white_band_middle,blue_and_white_thin_electricity_markers,green_snow_poles_northeast,germany_bollards_south,red_snow_poles_with_2_white_stripes_northwest,mixture_of_red_and_yellow_snow_poles_far_north_Norwegian_border",yellow_on_blue,"wooden_poles,black_metal_pole_tops",,"type-A,white_reflectors","white_outer,white_center,short_dashed_outer","bus_stop_signs_with_6_windows,neon_yellow_stop_signs_south",4_stripes,"green_background,blue_background,thin_arrows,yellow_background,red_arrows,street_names_ending_in_vagen_gatan_v_g_gatu,white_background_with_horizontal_black_line_Stockholm,simple_blue_background_with_2_lines_of_text_Gothenburg,white_background_with_black_corners_Malmo,yellow_background_with_black_corners_Ystad",,"yellow_background,red_border,M_signs,red_crosses_central_and_north,Drakstaden_Sundsvall","blue_and_white_stripes,red_and_yellow_stripes","dark_red_wooden_houses,grey_metal_roofs_further_north,diamond_tiled_roofs_far_south,light_colored_houses_south_west,octagonal_roofs_northeast,walls_bending_outwards_northeast,wooden_windmills_Oland","boreal_forests,farmlands,lakes,mountainous_north_west,flat_south_east,broad_leafed_trees_south,ferns_south,treeless_mountain_tops_northwest,thin_boreal_trees_with_dry_soil_north,rock_walls_south,open_agricultural_fields_far_south,white_sand_Gotland,red_soil_south,dark_grey_soil_central","white_rear_with_long_antenna_gen3,red,blue,white_rear_with_or_without_antenna_gen4",,"church_flag_with_red_cross_on_yellow_background,sami_language_north",,"2,3,4",
Switzerland,Europe,Bern,"german,french,italian",,.ch,right,"white_background,crest_left","white,black_rectangle_with_white_reflector,2_bolts_back,rounded_top,wedge_shaped",white_on_black,wooden_poles,,type-A,"white_outer,white_center,long_yellow_dashed",,7_stripes,"green_background,blue_background,white_background",,grey_metal_border,metal,"electricity_hubs_made_of_bricks,stone_buildings_painted_light_colors_combined_with_wooden_parts,tiled_roofs,windows_with_wooden_shutters","mountainous_south,flat_rolling_hills_north","low_cam,large_blur,train_coverage_east",,yellow_pedestrian_crossing,,"2,3,4",
Ukraine,Europe,Kyiv,ukrainian,,.ua,right,"white_background,blue_and_yellow_strip_left","sharp_looking_white_bollards_with_black_stripe,polish_bollards_southwest,hungarian_bollards",white_on_red,"square_concrete_poles,wooden_poles,diagonal_support_beams",black_and_white,,"white_outer,white_center",,3_stripes,"blue_background,green_background,street_names_ending_in_¬Ó¬å¬Ý¬Ú¬è¬ñ,city_names_¬Þ?¬ã¬ä¬à,white_town_entry_signs",,"blue_markers,3_line_railway_signs",,,"flat_dry_south,hilly_and_mountainous_southwest,baltic_pines_north_and_northwest,tall_poplar_trees,sunflowers_south,red_soil_with_brazilian_poles_central_southeast","red_rear,long_antenna,no_antenna,black_rear_Donetsk,white_rear_Lviv_Kyiv_Kharkiv,grey_rear,glitch_west,yellow_flag_Chernobyl",,"bad_road_quality,blue_and_yellow_colored_objects,trees_planted_next_to_road,trees_planted_white_bottom",,3,
United Kingdom,Europe,London,english,,.uk,left,"white_front,yellow_rear","rounded_black_top_with_large_red_and_white_reflectors,yellow_traffic_bollard_with_white_arrow_in_blue_circle,french_bollards_Scotland",white_on_black,"wooden_poles_with_side_steps,yellow_warning_sticker_with_person_being_striked_by_lightning",,,"double_yellow_outer,white_outer,white_center,cats_eyes_reflectors",,,"white_background,green_background,blue_background,green_background_with_yellow_text_Scotland,white_background_with_black_street_name_and_red_borough_London",,"white_background,red_borders,low_horizontal_street_signs_with_2_support_beams,give_way_signs,Passing_Place_Scotland,ARAF_slow_markings_Wales,speed_signs_with_green_border_and_Twentys_Plenty_text_Glasgow","black_and_white_striped_pedestrian_pole_with_yellow_bulb_on_top,black_stickers_with_yellow_text_Northern_Ireland,yellow_tape_Birmingham","row_houses,red_brick,chimney_pots,black_and_white_timber_frames,sandstone_and_granite_Scotland","barren_and_mountainous_Scotland,cornish_palms_southwest_coast,extremely_rocky_Lake_District",rounded_white_rear_gen4,,"rural_metal_gates_with_square_corners,city_name_on_trash_bins",,"2,3,4",
Alaska,North America,Juneau,english,dollar,.us,right,"yellow,orange_circle_middle",,,,,,"white_outer,yellow_center",,,"white_background,square,Big_Dipper_constellation",,,,pipeline_traversing_vertically_east,"thin_trees,tall_snow_mountains,aspen_trees_central_south,agricultural_fields_far_south,cold_dead_landscape_with_overcast_weather_and_lack_of_tall_buildings_far_north","around_Anchorage_gen4,shitcam_between_Anchorage_and_Fairbanks,west_trekker",,"pale_pink_or_yellow_fire_hydrants_Anchorage,bright_colored_fire_hydrants_Fairbanks",,"1,2,3,4,shitcam",
Bermuda,North America,Hamilton,english,,.bm,left,"white,black_text_aligned_center",,white_on_black,wooden_poles,,"wooden_fence,stone_walls","white_outer,yellow_center,zigzag_lines",,"white_background,red_border,2_dashed_horizontal_lines",white_horizontal_signs_with_white_support,,european_signs,,"pastel_colored_houses_with_white_roofs,unpainted_grey_brick_northwest","palm_trees,light_blue_ocean,tropical","visible_black_car,boat_trekker_northeast",,,,3,
Canada,North America,Ottawa,"english,french",,.ca,right,"no_front_plate_British_Columbia_Manitoba,Ontario,New_Brunswick,blue_text_with_green_middle_bar_British_Columbia,red_text_Alberta,green_text_Saskatchewan,navy_text_with_left_and_right_green_Manitoba,dark_blue_background_or_blue_text_Ontario,black_text_Quebec,red_text_New_Brunswick,blue_text_with_light_blue_middle_Nova_Scotia","2_black_strips_covering_top_Alberta,black_grey_orange_strips_Manitoba,flat_curved_bollards_with_white_reflector_on_black_strip,British_Columbia,thin_white_bollards_with_red_or_green_reflector_Quebec,blue_and_or_yellow_rectangular_markers_Quebec,diamond_shaped_green_and_white_markers_Ontario,yellow_bollards_New_Brunswick,2_thick_black_strips_covering_top_Northwest_Territories,pyramid_shaped_top_Newfoundland_and_Labrador","black_on_yellow,white_on_red_Quebec","transformers_facing_road_British_Columbia,insulators_attached_sideways_Ontario,insulator_rods_angled_upwards_Quebec,vertical_black_and_yellow_plates_Quebec,uneven_insulators_Saskatchewan",,"cylindrical_wooden_posts_held_by_3_metal_wires_Ontario,concrete_barriers_British_Columbia,small_poles_connected_with_3_or_4_metal_wires_Alberta,pyramid_shaped_top_on_posts_Newfoundland_and_Labrador","white_outer,yellow_center,white_dashed_between_yellow_solid_Saskatchewan","Arr?t_Quebec,bilingual_New_Brunswick",,"blue_background,green_background,brown_background,diamond_shaped_T_intersection_signs_with_black_and_yellow_chessboard_pattern,no_chessboard_patter_Quebec,rectangular_T_intersection_signs_New_Brunswick,french_Quebec_and_New_Brunswick,township_and_range_roads_Alberta,turtoise_signs_Iqaluit",,"MAXIMUM_on_speed_signs,less_wordy_signs,french_speed_sign_Quebec,black_section_on_speed_sign_Ontario,green_back,British_Columbia,signs_hanging_from_posts_British_Columbia,wooden_boxes_holding_up_posts_Newfoundland_and_Labrador","green_and_white_stripes_Manitoba,white_triangular_stripes_Saskatchewan,pyramid_shaped_top_Newfoundland_and_Labrador",,"large_mountains_British_Columbia,western_Alberta_Yukon,boreal_landscape_with_hills_and_coniferous_trees_Yukon,flat_agricultural_fields_Great_Plains,canola_plantation_Great_Plains,barren_hilly_landscape_south_Saskatchewan,aspen_trees_Manitoba,exposed_rocks_central_and_east,red_soil_Prince_Edward_Island,Balsam_Fir_resembling_christmas_tree_Newfoundland,unpaved_road_with_tundra_landscape_and_short_trees_north_Yukon,treeless_rock_formations_south_Alberta,thin_pine_trees_with_low_sun_Trans_Labrador_Highway","blue_rear_gen4,snow_coverage_gen3_west_Ontario_west_Quebec,snow_coverage_with_thin_antenna_front_right_Churchill,dark_soil_with_front_right_antenna_and_hood_Tulita,snow_mobile_coverage_southeast_Hudson_Bay",,"mailboxes_with_red_logo,fire_hydrants_with_nearby_post_with_diamond_shaped_marker_Newfoundland_and_Labrador,black_and_orange_traffic_cones_Ontario,white_and_orange_traffic_cones_Quebec,octagonal_wooden_bins_Newfoundland_New_Brunswick",,"1,2,3,4",
Costa Rica,North America,San Jose,spanish,,.cr,right,"white,blue_text",,,round_concrete_poles,yellow,,"white_outer,yellow_center",ALTO,,,,,,"castle_structure_San_Jose,orange_bridge_San_Jose,rounded_windows_with_brown_frames_Liberia,zigzag_shaped_pavement_Filadelfia_de_Guanacaste",,"low_cam,sidewalks,beach_trekker_northwest_west_of_San_Jose_and_Cocos_Island,forest_trekker_central_and_Cocos_Island,urban_coverage_central_and_west,3_dogs_following_San_Jose",,red_taxis,,trekker,
Dominican Republic,North America,Santo Domingo,spanish,,.do,right,light_yellow_top_and_white_bottom,,black_on_yellow,"square_concrete_poles,L_shaped_poles,black_pink_stripes_Santo_Domingo",,cement_dividers_with_red_reflectors_on_top_and_yellow_reflectors_on_sides,"white_outer,yellow_center",PARE,yellow_diamond_shaped_sign_with_wide_shouldered_person,"green_background,ADN_Santo_Domingo",,km_markers_with_REP_DOM,yellow_traffic_light_poles_Santiago_de_los_Caballeros,"light_colored_buildings,square_concrete","tropical,mountains_visible_north_Santiago_de_los_Caballeros","roof_rack_with_black_rubber_inlay,white_front,night_urban_coverage_Santo_Domingo",,"clean_asphalt,taxis_with_yellow_sign_on_top",,3,
Greenland,North America,Nuuk,greenlandic,,.gl,right,white_blackground_with_red_outline,,,meshed_metal_poles,,,"white_outer,white_center",none,,,,,,"simple_colored_wooden_houses,grey_houses_Tiilerilaaq_east","barren,treeless,flat_rocky_mountain_to_the_north_Uummannaq_west,green_grass_and_red_soil_Narsarsuaq_south,wide_snow_mountain_range_Igaliku_south,thick_layer_of_snow_west,pyramid_shaped_snowy_mountain_to_northeast_Kulusuk_Island_east,monolithic_mountain_to_west_Ikerasak_northwest,tall_cliffside_to_east_Ukkusissat_northwest,pyramid_shaped_mountains_with_sand_beach_Siorapaluk_far_northwest,large_icebergs_Narsarsuaq_south","grey_car_Nuuk,black_snow_mobile_with_mirrors_pointed_straight_up_Sisimiut_west,green_ATV_with_driver_wearing_beige_hat_Ilulissat_west,red_rectangular_car_Qaqortoq_south,white_red_black_reflection_Aasiaat_west,ATV_with_large_grey_handguards_Tasiilaq_east,green_snow_mobile_with_large_black_side_mirrors_Uummannaq_west,thin_antenna_on_right_side_Narsaq_south,tractor_Maniitsoq_west,driver_wearing_a_hoodie_Narsarsuaq_south,black_ATV_with_orange_and_purple_bags_Narsarsuaq_south,blue_ATV_with_wide_side_mirrors_Qeqertarsuaq_west,brown_wooden_box_with_driver_wearing_purple_beanie_Ittoqqortoormiit_northeast,barely_visible_round_grey_car_Paamiut_southwest,large_whie_truck_Kangerlussuag_west,red_ATV_Kulusuk_Island_east,red_and_black_ATV_Kapisillit_west,airport_coverage_Upernavik_west,white_cabin_with_red_roof_west,red_cabin_west,white_boat_with_black_box_and_man_wearing_black_coat_northeast,bright_red_boat_east,black_cabin_with_blue_roof_east,brown_wooden_top_east,small_rounded_red_bow_east,red_and_black_boat_with_multiple_people_far_northeast,wooden_boat_with_yellow_cabin_and_red_roof_west,white_boat_with_silver_handrail_front_south,large_white_boat_south,grey_boat_with_antenna_on_top_Nuuk,extremely_tall_antennas_Nuuk",,,,3,
Guatemala,North America,Guatemala City,spanish,,.gt,right,"white,blue_text,left_green",,,"pink,green,completely_green_southeast",,,"white_outer,yellow_center",ALTO,,"una_via,doble_via",,,,"pastel_colored_houses,rusty_metal_roofs,white_brick","tropical,rainforests,flat_north_and_south,mountainous_central",roof_rack_without_black_rubber_inlay,,,,3,
Hawaii,North America,Honolulu,"english,hawaiian",,.us,right,"white,rainbow",,,yellow_bands,,,,,,"green_background,",,,,"light_colored_houses,volcanic_rock_walls","tropical,cliffs,hills,valleys,craters",circular_blur_gen2,,,,"2,3,4",
Midway Atoll,North America,,english,,.us,right,,,,,,,,,,,,,,,,,,"albatrosses,runway",,2,
Mexico,North America,Mexico City,spanish,,.mx,right,"short,white","cylindrical_white_bollard_with_black_base,red_strip_Nayarit,Jalisco_crown",,"concrete_poles,octagonal_shape,white_paint_with_street_name_Chihuahua,mesh_body_north_of_Mexico_city,single_diagonal_support_beam_Durango,concrete_poles_with_hanging_insulators_Yucatan,wooden_poles_with_hanging_insulators_Baja_California,asymmetric_crossbar_Mexico_city",yellow,yellow,"solid_white_outer,yellow_center,white_center_Tabasco,black_tar_on_both_sides_of_yellow_center_northwest,southwest,grainy_road_with_dashed_yellow_center_northeast",ALTO,,"green_background,all_caps_white_text,place_names_having_x_and_tl,place_names_ending_in_ec_and_½Ã¹«",,"white_markers_with_black_outline,yellow_diamond_signs_with_thick_arrow",thick_cross_on_back_Chihuahua,"black_or_white_water_tanks_on_roofs,circular_electricity_counters,red_brick_buildings_central_west,mud_brick_houses_Durango,bright_colored_houses_with_orange_tiled_roofs_north,thatched_roofs_Yucatan,light_colored_rock_walls_Yucatan,wine_turbines_southeast","cacti_with_long_arms_northwest,broccoli_shaped_cacti_central,sugar_cane_Veracruz,coconut_palms_Guerrero_Colima,oil_palms_southeast,thin_white_barked_trees_Yucatan,gold_tufts_next_to_road_northeast,red_agricultural_fields_Durango,extremely_white_soil_Yucatan,orange_and_beige_soil_Oaxaca,pink_lake_northern_Yucatan","white_rear_with_stubby_antenna_gen3,white_rear_with_red_brake_light_gen3,blue_rear_gen4,faint_black_rear_gen4",,"OXXO_and_PEMEX_gas_stations,pink_taxis_Mexico_City,three_lines_of_cobblestone_on_pavement_Oaxaca,hexagonal_tiles_Tlaxcala,irregular_cobblestone_tiles_west",,"1,2,3,4",
Panama,North America,Panama City,spanish,,.pa,right,turtoise_strip,,black_on_yellow,"round,concrete,wooden,metallic,vertical_plates_attached_by_black_ties_eastern_half,horizontal_plates_western_half,thin_yellow_plates_with_black_border_north,yellow_base_north",,,"white_outer,yellow_center","ALTO,huge_eyes",,"green_background,blue_background",,white_marker,,"various_colored_houses,metal_sheets,red_tiled_roofs,wind_turbines_central_west,warehouses_and_rundown_structures_Colon,satellite_dishes","tropical_with_palm_trees_and_tall_grass_central,fences_with_small_trees_aligned,volcanic_rock_walls_far_west,flat_open_fields_far_west,flat_brown_soil_south,banana_plantations_far_west","large_white_pickup_truck,short_antenna,huge_blur,small_clustered_dirt_east,one_or_two_black_dots_south,red_dot_right_central_and_south,folded_antenna_central_and_David",,yellow_taxis_with_checkerboard_pattern,,4,
Puerto Rico,North America,San Juan,"spanish,english",,.pr,right,,,black_on_yellow,"thin_metal_poles,octagonal_poles,square_poles",,,"white_outer,yellow_center",PARE,,"green_background,blue_background,CALLE",,"green_markers_with_km,yellow_background",,"concrete,flat_roofs,metal_gates,narrow_streets_San_Juan,colorful_buildings_San_Juan","dry_south,hills_coast,mountains_inner",thin_antenna_right,,"787_phone_code,american_stores,no_front_plates,white_van_taxis",,3,
Saint Pierre and Miquelon,North America,Saint Pierre,french,,.pm,right,"white_blue_strips_on_both_sides,yellow_left_blue_strip","french_bollards_north,green_white_bollards_north",,"ladder_poles,tulip_poles",,,white,,5_stripes,,,,,"boxy_houses,simple_colors,white_boxes_on_rectangular_concrete","open_grassland,red_soil,treeless","ATV_shadow,boat_trekker_south",,,,"3,trekker",
U.S. Virgin Islands,North America,Charlotte Amalie,english,,.vi,left,"bright_blue,dark_blue",,black_on_yellow,wooden_poles,,yellow,"white_outer,yellow_center",,,green_background,,,,"facades_with_large_arches,simple_colored_houses","flat_south,hilly_north,lush","red_south,white_with_antenna_north,white_without_antenna_south,boat_trekker_with_pink_tint_south,blur_with_antenna_golf_field,blur_with_roof_rack_golf_field",,340_phone_code,,"3,trekker",
United States,North America,Washington D.C.,english,,.us,right,,"thin_post_with_vertical_white_reflector_with_black_border_Nevada,thin_post_with_diamond_white_reflector_northwest,white_or_brown_post_with_white_reflector_Washington,simple_white_bollard_with_black_reflector_Wisconsin",black_on_yellow,"wooden_poles,3_yellow_stripes_California,white_plate_with_orange_rectangle_and_diamond_Michigan_Wisconsin",,"yellow_sign_with_black_triangle_Minnesota,square_New_York_and_Wyoming,small_red_or_green_signs_Maine_Massachusetts_New_Hampshire","white_outer,yellow_center,rumble_strips,snowplowable_raised_pavement_markers_east,thick_double_yellow_east,wide_gap_double_yellow_south,black_strip_between_double_yellow_California","white_reflectors_Kansas,black_and_white_marker_Minnesota,double_posts_Michigan,3_rows_of_numbers_back_Oklahoma,small_green_sign_with_3_rows_of_numbers_Vermont",,"green_background,blue_background,ONE_WAY,parking_signs,yellow_junction_sign_with_black_arrows,blue_red_green_horizontal_signs_Michigan_Wisconsin,fraction_symbol_West_Virginia,white_rectangular_signs_east,black_rectangular_signs_South_Carolina,km_sign_Arizona_Mexican_border","interstate_highways_even_number_south_to_north,interstate_highways_odd_number_west_to_east,interstate_highways_even_number_north_to_south,interstate_highways_odd_number_east_to_west","SPEED_LIMIT,SPEED_Oregon,YIELD,ATV_green_signs_Wisconsin,traffic_lights_hanging_Michigan,white_sign_with_E-2_New_Hampshire","thin_metal_posts_with_many_holes,red_or_yellow_strips_Texas","row_houses,trailer_homes,baptist_churches,water_towers,oil_pumpjacks_south_and_north,low_stories_south,higher_roofs_north,dark_colored_wooden_fences_east,rock_walls_far_northeast,stilt_houses_east_south_coast,large_sloped_roofs_south,stacked_triplexes_far_northeast,brown_stone_buildings_northeast,red_metal_roofs_east,narrow_single_story_houses_southeast,sand_brown_colored_houses_with_rounded_edges_and_flat_roof_southwest,red_tiled_roofs_southwest_and_Florida,dark_wooden_houses_with_timbers_northwest","dry_south,mountains_west,flat_central,corn_fields_central_east,soybeans_central_east,canola_north,cotton_south,rice_northern_California_Arkansas,flat_fields_with_small_shallow_ponds_north,long_leaf_pines_southeast,red_soil_southeast,shrubby_dry_bush_west,tall_conifer_trees_northwest,tablelands_southwest,palm_trees_south,spanish_moss_southeast,golden_fields_northwest,cacti_Mexican_border",no_antenna_gen3,,"yellow_school_bus,orange_fibre_optic_cable_markers,orange_construction_barrel,mailbox,grainy_road_south,vertical_green_or_blue_sign_attached_to_mailbox_Indiana_Ohio_Michigan,Shoprite_northeast,Hy_Vee_midwest,Piggly_Wiggly_southeast,H_E_B_Texas,Publix_Florida,Waffle_House_southeast,Carls_Jr_southwest,Hardees_east,Zaxbys_southeast,Whataburger_Texas,Pizza_Ranch_north,Tim_Hortons_states_near_Toronto,In_N_Out_Burger_California,Wawa_east_Florida,Sheetz_east,Kwik_Trip_north,Caseys_central,Kum_N_Go_central,Buc-ees_Texas,yellow_bridges_Pennsylvania",,"1,2,3,4",
Argentina,South America,Buenos Aires,spanish,,.ar,right,"black_dot_middle,top_blue_strip",,red_on_white,"A_poles,alternating_arms,alternating_insulators_La_Rioja_Mendoza,japanese_plate_Tucuman",,"type-A,red_or_yellow_reflectors","white_outer,yellow_center",PARE,,"green_background,highway_markers_with_RN,yellow_background_with_black_arrows_La_Pampa",,white_marker_Cordoba,,"red_brick_houses_Jujuy,flat_roofs,metal_sheet_roofs_Patagonia,tiled_slanted_roofs_Buenos_Aires","dry,flat,mountainous_west,red_soil_Brazilian_border,sandy_soil_with_low_trees_and_bushes_north,grassland_central,small_lakes_Buenos_Aires,flat_barren_central_south,flat_low_vegetation_Tierra_del_Fuego,palm_trees_northeast,cacti_northwest,sunflowers_central,sugar_cane_northwest,corn_fields_central_north,pink_tree_far_north,salt_pans_Jujuy,red_mountains_Salta,snow_mountains_Ushuaia,melting_snow_southwestern_Santa_Cruz,snow_southeastern_Santa_Cruz,poplar_trees_Mendoza_La_Pampa_Rio_Negro","black_rear_gen3,horse_trekker_San_Juan",,mobile_155,,"3,4",
Bolivia,South America,Sucre,spanish,,.bo,right,white_blue_text,"thin_german_bollard,rounded_top_thin_poles_with_various_colored_reflectors",,"round_concrete_poles,wooden_poles,curvy_poles_east",,black_on_yellow_stripes,"white_outer,yellow_center",PARE,,green_background,,black_and_white_marker,wooden_square_poles,"red_brick_houses,tall_buildings_La_Paz,unfinished_red_brick_buildings_El_Alto,colorful_futuristic_buildings_El_Alto,gradient_doors_El_Alto,old_colonial_structures_Sucre","flat_dry_grassland_west,big_body_of_water_Lake_Titicaca,tall_mountains_central_south,flat_tropical_pink_soil_Santa_Cruz,hilly_La_Paz,pillar_like_rock_formations_La_Paz,flat_dusty_El_Alto,wall_of_mountains_north_Cochabamba,dry_large_hill_west_Oruro,hilly_dry_tree_covered_hills_Sucre,pyramid_shaped_naked_mountain_Potosi,tropical_Santa_Cruz","white_rear,no_antenna,glitch_central_south,black_roof_rack_far_west",,"concrete_road,cobblestone_road,graffiti_MAS_EVO,7x7_colorful_flag,tigo_logo,zigzag_pavement_El_Alto,bright_colored_concrete_road_south",,3,
